ID,accession,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
OTU_117,OW284519.1,88.889,45,5,0,33,77,19130067,19130023,5.95E-04,56.5
OTU_117,OW284519.1,81.429,70,12,1,30,99,19474233,19474301,5.95E-04,56.5
OTU_117,OW284519.1,82.54,63,11,0,37,99,19543002,19542940,5.95E-04,56.5
OTU_117,OW284519.1,82.09,67,11,1,33,99,20028420,20028355,5.95E-04,56.5
OTU_117,OW284519.1,82.54,63,11,0,33,95,20841405,20841343,5.95E-04,56.5
OTU_117,OW284519.1,81.69,71,10,3,30,99,20841572,20841640,5.95E-04,56.5
OTU_117,OW284519.1,90.476,42,4,0,33,74,21043579,21043538,5.95E-04,56.5
OTU_117,OW284519.1,83.607,61,8,2,33,92,21478589,21478530,5.95E-04,56.5
OTU_117,OW284519.1,81.429,70,12,1,30,99,22321426,22321494,5.95E-04,56.5
OTU_117,OW284519.1,81.429,70,12,1,30,99,25430788,25430856,5.95E-04,56.5
OTU_117,OW284519.1,82.09,67,11,1,33,99,26544555,26544490,5.95E-04,56.5
OTU_117,OW284519.1,82.09,67,11,1,33,99,26875721,26875656,5.95E-04,56.5
OTU_117,OW284519.1,85.185,54,8,0,46,99,27080012,27079959,5.95E-04,56.5
OTU_117,OW284519.1,88.889,45,5,0,30,74,27120294,27120338,5.95E-04,56.5
OTU_117,OW284519.1,90.476,42,4,0,33,74,28567147,28567188,5.95E-04,56.5
OTU_117,OW284519.1,87.5,48,5,1,47,93,18985710,18985663,0.002,54.7
OTU_117,OW284519.1,96.774,31,1,0,47,77,13930441,13930411,0.008,52.8
OTU_117,OW284519.1,84.906,53,7,1,47,99,16357806,16357857,0.008,52.8
OTU_117,OW284519.1,100,28,0,0,47,74,19497060,19497087,0.008,52.8
OTU_117,OW284519.1,100,28,0,0,47,74,20811552,20811579,0.008,52.8
OTU_117,OW284519.1,84.906,53,7,1,47,99,21043763,21043814,0.008,52.8
OTU_117,OW284515.1,87.143,70,9,0,30,99,28263390,28263459,3.53E-11,80.5
OTU_117,OW284515.1,86.567,67,9,0,33,99,1212788,1212722,1.64E-09,75
OTU_117,OW284515.1,85.714,70,10,0,30,99,2146886,2146955,1.64E-09,75
OTU_117,OW284515.1,86.567,67,9,0,33,99,10669261,10669195,1.64E-09,75
OTU_117,OW284515.1,86.567,67,9,0,33,99,22659471,22659405,1.64E-09,75
OTU_117,OW284515.1,87.302,63,8,0,37,99,7610105,7610043,5.91E-09,73.1
OTU_117,OW284515.1,87.097,62,8,0,38,99,28179601,28179540,2.12E-08,71.3
OTU_117,OW284515.1,84.286,70,11,0,30,99,1631202,1631271,7.64E-08,69.4
OTU_117,OW284515.1,84.286,70,11,0,30,99,10673159,10673228,7.64E-08,69.4
OTU_117,OW284515.1,84.848,66,10,0,34,99,60016432,60016497,2.75E-07,67.6
OTU_117,OW284515.1,88.679,53,6,0,47,99,55908627,55908575,9.88E-07,65.8
OTU_117,OW284515.1,88.462,52,6,0,33,84,5354082,5354031,3.55E-06,63.9
OTU_117,OW284515.1,82.857,70,12,0,30,99,19563470,19563539,3.55E-06,63.9
OTU_117,OW284515.1,82.857,70,12,0,30,99,22223412,22223481,3.55E-06,63.9
OTU_117,OW284515.1,83.582,67,11,0,33,99,28263279,28263213,3.55E-06,63.9
OTU_117,OW284515.1,83.333,72,8,4,30,99,48505227,48505296,3.55E-06,63.9
OTU_117,OW284515.1,83.582,67,11,0,33,99,60150633,60150567,3.55E-06,63.9
OTU_117,OW284515.1,82.857,70,11,1,30,99,28286344,28286412,1.28E-05,62.1
OTU_117,OW284515.1,92.857,42,3,0,33,74,53906563,53906604,1.28E-05,62.1
OTU_117,OW284515.1,83.582,67,10,1,33,99,60150802,60150867,1.28E-05,62.1
OTU_117,OW284515.1,86.792,53,7,0,47,99,24667975,24667923,4.60E-05,60.2
OTU_117,OW284515.1,86.792,53,7,0,47,99,24882956,24882904,4.60E-05,60.2
OTU_117,OW284515.1,86.792,53,7,0,47,99,42912238,42912290,4.60E-05,60.2
OTU_117,OW284515.1,83.871,62,10,0,38,99,52300214,52300153,4.60E-05,60.2
OTU_117,OW284515.1,82.09,67,12,0,33,99,3737895,3737829,1.65E-04,58.4
OTU_117,OW284515.1,85.455,55,8,0,30,84,3738062,3738116,1.65E-04,58.4
OTU_117,OW284515.1,82.09,67,12,0,33,99,6406126,6406060,1.65E-04,58.4
OTU_117,OW284515.1,81.429,70,13,0,30,99,17836283,17836352,1.65E-04,58.4
OTU_117,OW284515.1,86.538,52,7,0,33,84,19124051,19124102,1.65E-04,58.4
OTU_117,OW284515.1,82.09,67,12,0,33,99,27468131,27468065,1.65E-04,58.4
OTU_117,OW284515.1,86.538,52,7,0,33,84,29389827,29389878,1.65E-04,58.4
OTU_117,OW284515.1,80.822,73,14,0,27,99,29527237,29527309,1.65E-04,58.4
OTU_117,OW284515.1,83.607,61,10,0,37,97,37741474,37741414,1.65E-04,58.4
OTU_117,OW284515.1,82.09,67,12,0,33,99,46876680,46876614,1.65E-04,58.4
OTU_117,OW284515.1,81.429,70,13,0,30,99,48431752,48431821,1.65E-04,58.4
OTU_117,OW284515.1,82.09,67,12,0,33,99,51655724,51655658,1.65E-04,58.4
OTU_117,OW284515.1,82.09,67,12,0,33,99,53595402,53595336,1.65E-04,58.4
OTU_117,OW284515.1,85.455,55,8,0,30,84,54820185,54820239,1.65E-04,58.4
OTU_117,OW284515.1,82.09,67,12,0,33,99,56672834,56672768,1.65E-04,58.4
OTU_117,OW284515.1,82.09,67,12,0,33,99,61393825,61393759,1.65E-04,58.4
OTU_117,OW284515.1,86.275,51,7,0,34,84,640478,640528,5.95E-04,56.5
OTU_117,OW284515.1,82.09,67,11,1,33,99,3688838,3688773,5.95E-04,56.5
OTU_117,OW284515.1,88.889,45,5,0,33,77,4857674,4857630,5.95E-04,56.5
OTU_117,OW284515.1,86.275,51,7,0,34,84,5178495,5178545,5.95E-04,56.5
OTU_117,OW284515.1,83.607,61,9,1,34,93,6746182,6746242,5.95E-04,56.5
OTU_117,OW284515.1,88.889,45,5,0,33,77,6958317,6958273,5.95E-04,56.5
OTU_117,OW284515.1,82.54,63,11,0,37,99,7448175,7448113,5.95E-04,56.5
OTU_117,OW284515.1,88.889,45,5,0,33,77,17520367,17520323,5.95E-04,56.5
OTU_117,OW284515.1,88.889,45,5,0,33,77,17827836,17827792,5.95E-04,56.5
OTU_117,OW284515.1,82.09,67,11,1,33,99,17880088,17880023,5.95E-04,56.5
OTU_117,OW284515.1,82.54,63,11,0,37,99,23747725,23747663,5.95E-04,56.5
OTU_117,OW284515.1,88.889,45,5,0,33,77,25726882,25726838,5.95E-04,56.5
OTU_117,OW284515.1,81.429,70,12,1,30,99,27776028,27776096,5.95E-04,56.5
OTU_117,OW284515.1,87.5,48,6,0,37,84,30777977,30778024,5.95E-04,56.5
OTU_117,OW284515.1,86.275,51,7,0,34,84,37742762,37742812,5.95E-04,56.5
OTU_117,OW284515.1,82.09,67,11,1,33,99,46030130,46030065,5.95E-04,56.5
OTU_117,OW284515.1,81.429,70,12,1,30,99,55908808,55908876,5.95E-04,56.5
OTU_117,OW284515.1,87.5,48,6,0,37,84,57745260,57745213,5.95E-04,56.5
OTU_117,OW284515.1,81.429,70,12,1,30,99,58787061,58787129,5.95E-04,56.5
OTU_117,OW284515.1,87.755,49,4,2,26,74,61638273,61638227,5.95E-04,56.5
OTU_117,OW284515.1,92.105,38,3,0,47,84,2068933,2068896,0.002,54.7
OTU_117,OW284515.1,84.906,53,8,0,47,99,29385285,29385233,0.002,54.7
OTU_117,OW284515.1,84.906,53,8,0,47,99,52451339,52451287,0.002,54.7
OTU_117,OW284515.1,85.185,54,6,2,47,99,52701927,52701875,0.002,54.7
OTU_117,OW284515.1,84.906,53,8,0,47,99,62892151,62892203,0.002,54.7
OTU_117,OW284515.1,100,28,0,0,47,74,52702125,52702152,0.008,52.8
OTU_117,OW284515.1,82.258,62,10,1,38,99,52778148,52778208,0.008,52.8
OTU_117,OW284512.1,88.06,67,8,0,33,99,9632895,9632829,3.53E-11,80.5
OTU_117,OW284512.1,88.06,67,8,0,33,99,35774522,35774588,3.53E-11,80.5
OTU_117,OW284512.1,85.915,71,8,2,30,99,23330147,23330216,1.64E-09,75
OTU_117,OW284512.1,90.385,52,5,0,33,84,49879642,49879591,7.64E-08,69.4
OTU_117,OW284512.1,85.714,63,9,0,37,99,70440933,70440871,2.75E-07,67.6
OTU_117,OW284512.1,82.857,70,12,0,30,99,10915067,10915136,3.55E-06,63.9
OTU_117,OW284512.1,81.25,80,13,2,20,99,21545319,21545396,3.55E-06,63.9
OTU_117,OW284512.1,83.582,67,11,0,33,99,30021511,30021445,3.55E-06,63.9
OTU_117,OW284512.1,83.099,71,10,2,30,99,48229478,48229547,3.55E-06,63.9
OTU_117,OW284512.1,83.582,67,11,0,33,99,60561782,60561716,3.55E-06,63.9
OTU_117,OW284512.1,82.857,70,12,0,30,99,61134171,61134240,3.55E-06,63.9
OTU_117,OW284512.1,88.462,52,6,0,33,84,68094831,68094882,3.55E-06,63.9
OTU_117,OW284512.1,92.857,42,3,0,33,74,41733505,41733546,1.28E-05,62.1
OTU_117,OW284512.1,83.582,67,10,1,33,99,63478915,63478850,1.28E-05,62.1
OTU_117,OW284512.1,84.127,63,10,0,37,99,67395146,67395084,1.28E-05,62.1
OTU_117,OW284512.1,86.792,53,7,0,47,99,4696552,4696500,4.60E-05,60.2
OTU_117,OW284512.1,81.429,70,13,0,30,99,7686836,7686905,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,10776934,10776868,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,11195341,11195275,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,11842970,11842904,1.65E-04,58.4
OTU_117,OW284512.1,82.353,68,10,2,33,99,17633200,17633266,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,26440318,26440252,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,33810819,33810753,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,34283295,34283229,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,34306848,34306782,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,49851120,49851054,1.65E-04,58.4
OTU_117,OW284512.1,85.455,55,8,0,30,84,67251692,67251746,1.65E-04,58.4
OTU_117,OW284512.1,81.429,70,13,0,30,99,69419822,69419891,1.65E-04,58.4
OTU_117,OW284512.1,82.09,67,12,0,33,99,72396647,72396581,1.65E-04,58.4
OTU_117,OW284512.1,82.54,63,11,0,37,99,5536985,5536923,5.95E-04,56.5
OTU_117,OW284512.1,87.5,48,6,0,37,84,5537160,5537207,5.95E-04,56.5
OTU_117,OW284512.1,81.69,71,9,4,33,99,7686669,7686599,5.95E-04,56.5
OTU_117,OW284512.1,82.09,67,11,1,33,99,8600948,8600883,5.95E-04,56.5
OTU_117,OW284512.1,87.5,48,6,0,27,74,12787820,12787867,5.95E-04,56.5
OTU_117,OW284512.1,82.54,63,11,0,37,99,23500487,23500425,5.95E-04,56.5
OTU_117,OW284512.1,82.54,63,11,0,37,99,34283467,34283529,5.95E-04,56.5
OTU_117,OW284512.1,81.429,70,12,1,30,99,34285735,34285803,5.95E-04,56.5
OTU_117,OW284512.1,84.746,59,6,3,37,92,38978679,38978621,5.95E-04,56.5
OTU_117,OW284512.1,81.429,70,12,1,30,99,48188918,48188986,5.95E-04,56.5
OTU_117,OW284512.1,87.5,48,6,0,33,80,48229311,48229264,5.95E-04,56.5
OTU_117,OW284512.1,81.429,70,12,1,30,99,49078742,49078810,5.95E-04,56.5
OTU_117,OW284512.1,86.275,51,7,0,34,84,51377755,51377805,5.95E-04,56.5
OTU_117,OW284512.1,81.429,70,12,1,30,99,53851138,53851206,5.95E-04,56.5
OTU_117,OW284512.1,82.54,63,11,0,37,99,57625807,57625745,5.95E-04,56.5
OTU_117,OW284512.1,82.54,63,11,0,37,99,57660635,57660573,5.95E-04,56.5
OTU_117,OW284512.1,81.429,70,12,1,30,99,58726838,58726906,5.95E-04,56.5
OTU_117,OW284512.1,88.889,45,5,0,30,74,65533627,65533671,5.95E-04,56.5
OTU_117,OW284512.1,82.09,67,11,1,33,99,66037457,66037392,5.95E-04,56.5
OTU_117,OW284512.1,81.429,70,12,1,30,99,68199075,68199143,5.95E-04,56.5
OTU_117,OW284512.1,81.429,70,12,1,30,99,68818245,68818313,5.95E-04,56.5
OTU_117,OW284512.1,88.889,45,5,0,33,77,69079708,69079664,5.95E-04,56.5
OTU_117,OW284512.1,88.889,45,5,0,33,77,69419666,69419622,5.95E-04,56.5
OTU_117,OW284512.1,88.889,45,5,0,33,77,74036339,74036295,5.95E-04,56.5
OTU_117,OW284512.1,88.889,45,5,0,30,74,77660979,77661023,5.95E-04,56.5
OTU_117,OW284512.1,86.275,51,7,0,34,84,79586454,79586504,5.95E-04,56.5
OTU_117,OW284512.1,90.244,41,4,0,37,77,8636802,8636762,0.002,54.7
OTU_117,OW284512.1,88.636,44,5,0,41,84,13771521,13771564,0.002,54.7
OTU_117,OW284512.1,84.906,53,8,0,47,99,20416491,20416439,0.002,54.7
OTU_117,OW284516.1,85.714,70,10,0,30,99,7986075,7986144,1.64E-09,75
OTU_117,OW284516.1,85.075,67,10,0,33,99,7176255,7176189,7.64E-08,69.4
OTU_117,OW284516.1,82.857,70,12,0,30,99,29194313,29194382,3.55E-06,63.9
OTU_117,OW284516.1,83.582,67,11,0,33,99,40774090,40774024,3.55E-06,63.9
OTU_117,OW284516.1,83.582,67,11,0,33,99,44195901,44195835,3.55E-06,63.9
OTU_117,OW284516.1,83.582,67,11,0,33,99,46315184,46315118,3.55E-06,63.9
OTU_117,OW284516.1,83.582,67,10,1,33,99,7321130,7321065,1.28E-05,62.1
OTU_117,OW284516.1,83.824,68,8,3,33,99,19946411,19946346,1.28E-05,62.1
OTU_117,OW284516.1,84.375,64,9,1,30,92,26630098,26630161,1.28E-05,62.1
OTU_117,OW284516.1,84.127,63,10,0,37,99,36968054,36968116,1.28E-05,62.1
OTU_117,OW284516.1,80.769,78,13,2,22,99,44230703,44230778,4.60E-05,60.2
OTU_117,OW284516.1,86.792,53,7,0,47,99,49977412,49977360,4.60E-05,60.2
OTU_117,OW284516.1,85.455,55,8,0,30,84,938756,938810,1.65E-04,58.4
OTU_117,OW284516.1,82.09,67,12,0,33,99,4291655,4291589,1.65E-04,58.4
OTU_117,OW284516.1,82.09,67,12,0,33,99,6626674,6626608,1.65E-04,58.4
OTU_117,OW284516.1,85.455,55,8,0,30,84,9331935,9331989,1.65E-04,58.4
OTU_117,OW284516.1,82.353,68,10,2,33,99,9947826,9947760,1.65E-04,58.4
OTU_117,OW284516.1,81.429,70,13,0,30,99,21551306,21551375,1.65E-04,58.4
OTU_117,OW284516.1,85.455,55,8,0,30,84,27358727,27358781,1.65E-04,58.4
OTU_117,OW284516.1,85.455,55,8,0,30,84,41007488,41007542,1.65E-04,58.4
OTU_117,OW284516.1,82.09,67,12,0,33,99,45760022,45759956,1.65E-04,58.4
OTU_117,OW284516.1,82.09,67,12,0,33,99,49568407,49568341,1.65E-04,58.4
OTU_117,OW284516.1,81.429,70,13,0,30,99,49580181,49580250,1.65E-04,58.4
OTU_117,OW284516.1,81.429,70,13,0,30,99,49730130,49730199,1.65E-04,58.4
OTU_117,OW284516.1,87.755,49,6,0,33,81,50069198,50069150,1.65E-04,58.4
OTU_117,OW284516.1,82.09,67,12,0,33,99,50383807,50383741,1.65E-04,58.4
OTU_117,OW284516.1,81.429,70,12,1,30,99,2936664,2936732,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,30,74,3044390,3044434,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,30,74,4938938,4938982,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,33,77,6152424,6152380,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,30,74,6152591,6152635,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,30,74,6551354,6551398,5.95E-04,56.5
OTU_117,OW284516.1,90.476,42,4,0,33,74,9947976,9948017,5.95E-04,56.5
OTU_117,OW284516.1,87.5,48,6,0,37,84,15446837,15446790,5.95E-04,56.5
OTU_117,OW284516.1,86.275,51,7,0,34,84,15448211,15448261,5.95E-04,56.5
OTU_117,OW284516.1,82.54,63,11,0,37,99,17616217,17616155,5.95E-04,56.5
OTU_117,OW284516.1,82.54,63,11,0,37,99,21570698,21570636,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,33,77,29194146,29194102,5.95E-04,56.5
OTU_117,OW284516.1,87.5,48,6,0,37,84,30952677,30952724,5.95E-04,56.5
OTU_117,OW284516.1,82.54,63,11,0,37,99,36245932,36245870,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,30,74,42030213,42030257,5.95E-04,56.5
OTU_117,OW284516.1,88.889,45,5,0,30,74,45760189,45760233,5.95E-04,56.5
OTU_117,OW284516.1,81.429,70,12,1,30,99,46315351,46315419,5.95E-04,56.5
OTU_117,OW284516.1,83.871,62,7,3,33,92,49580014,49579954,5.95E-04,56.5
OTU_117,OW284516.1,82.54,63,11,0,37,99,49918980,49918918,5.95E-04,56.5
OTU_117,OW284516.1,82.09,67,11,1,33,99,52541402,52541337,5.95E-04,56.5
OTU_117,OW284516.1,87.5,48,6,0,37,84,52878279,52878232,5.95E-04,56.5
OTU_117,OW284516.1,86,50,7,0,50,99,3044223,3044174,0.002,54.7
OTU_117,OW284516.1,92.105,38,3,0,47,84,49324825,49324862,0.002,54.7
OTU_117,OW284516.1,92.105,38,3,0,37,74,49723974,49724011,0.002,54.7
OTU_117,OW284513.1,86.567,67,9,0,33,99,22735685,22735619,1.64E-09,75
OTU_117,OW284513.1,86.567,67,9,0,33,99,31232554,31232620,1.64E-09,75
OTU_117,OW284513.1,84.507,71,9,2,30,99,61207141,61207210,7.64E-08,69.4
OTU_117,OW284513.1,85.075,67,10,0,33,99,67556456,67556390,7.64E-08,69.4
OTU_117,OW284513.1,83.333,72,12,0,28,99,43501361,43501432,2.75E-07,67.6
OTU_117,OW284513.1,83.582,67,11,0,33,99,3175986,3175920,3.55E-06,63.9
OTU_117,OW284513.1,83.582,67,11,0,33,99,7616989,7616923,3.55E-06,63.9
OTU_117,OW284513.1,83.582,67,11,0,33,99,19746625,19746559,3.55E-06,63.9
OTU_117,OW284513.1,88.462,52,6,0,33,84,20501811,20501760,3.55E-06,63.9
OTU_117,OW284513.1,84.615,65,8,2,20,84,20501970,20502032,3.55E-06,63.9
OTU_117,OW284513.1,83.582,67,11,0,33,99,20561375,20561309,3.55E-06,63.9
OTU_117,OW284513.1,88.462,52,6,0,33,84,23156851,23156902,3.55E-06,63.9
OTU_117,OW284513.1,83.582,67,10,1,33,99,22271072,22271007,1.28E-05,62.1
OTU_117,OW284513.1,82.857,70,11,1,30,99,22499238,22499306,1.28E-05,62.1
OTU_117,OW284513.1,81.944,72,13,0,28,99,23372298,23372369,1.28E-05,62.1
OTU_117,OW284513.1,83.333,66,11,0,34,99,40212921,40212986,1.28E-05,62.1
OTU_117,OW284513.1,85.484,62,6,3,33,92,64706118,64706058,1.28E-05,62.1
OTU_117,OW284513.1,86.792,53,7,0,47,99,11845597,11845545,4.60E-05,60.2
OTU_117,OW284513.1,86.792,53,7,0,47,99,43501027,43500975,4.60E-05,60.2
OTU_117,OW284513.1,84.127,63,9,1,37,99,53986499,53986438,4.60E-05,60.2
OTU_117,OW284513.1,86.792,53,7,0,47,99,53986760,53986812,4.60E-05,60.2
OTU_117,OW284513.1,82.09,67,12,0,33,99,309296,309230,1.65E-04,58.4
OTU_117,OW284513.1,82.09,67,12,0,33,99,713167,713101,1.65E-04,58.4
OTU_117,OW284513.1,85.455,55,8,0,30,84,1010082,1010136,1.65E-04,58.4
OTU_117,OW284513.1,85.455,55,8,0,30,84,2064083,2064137,1.65E-04,58.4
OTU_117,OW284513.1,81.429,70,13,0,30,99,12016198,12016267,1.65E-04,58.4
OTU_117,OW284513.1,81.429,70,13,0,30,99,14620428,14620497,1.65E-04,58.4
OTU_117,OW284513.1,82.09,67,12,0,33,99,22499071,22499005,1.65E-04,58.4
OTU_117,OW284513.1,81.429,70,13,0,30,99,26152993,26153062,1.65E-04,58.4
OTU_117,OW284513.1,80.769,78,12,3,22,99,56969488,56969414,1.65E-04,58.4
OTU_117,OW284513.1,83.077,65,10,1,30,93,57645175,57645239,1.65E-04,58.4
OTU_117,OW284513.1,81.429,70,13,0,30,99,71714127,71714196,1.65E-04,58.4
OTU_117,OW284513.1,81.429,70,12,1,30,99,309463,309531,5.95E-04,56.5
OTU_117,OW284513.1,82.09,67,11,1,33,99,2356136,2356071,5.95E-04,56.5
OTU_117,OW284513.1,86.275,51,7,0,33,83,3776969,3776919,5.95E-04,56.5
OTU_117,OW284513.1,82.54,63,11,0,37,99,7101714,7101776,5.95E-04,56.5
OTU_117,OW284513.1,82.09,67,11,1,33,99,11607279,11607214,5.95E-04,56.5
OTU_117,OW284513.1,82.09,67,11,1,33,99,12016035,12015970,5.95E-04,56.5
OTU_117,OW284513.1,86.275,51,7,0,34,84,13484581,13484631,5.95E-04,56.5
OTU_117,OW284513.1,82.54,63,11,0,37,99,18478597,18478535,5.95E-04,56.5
OTU_117,OW284513.1,88.889,45,5,0,30,74,18776743,18776787,5.95E-04,56.5
OTU_117,OW284513.1,88.889,45,5,0,33,77,23372133,23372089,5.95E-04,56.5
OTU_117,OW284513.1,87.5,48,6,0,37,84,23994442,23994395,5.95E-04,56.5
OTU_117,OW284513.1,82.09,67,11,1,33,99,25797249,25797184,5.95E-04,56.5
OTU_117,OW284513.1,82.09,67,11,1,33,99,26582094,26582029,5.95E-04,56.5
OTU_117,OW284513.1,86.275,51,7,0,34,84,27223280,27223330,5.95E-04,56.5
OTU_117,OW284513.1,82.09,67,11,1,33,99,29942094,29942029,5.95E-04,56.5
OTU_117,OW284513.1,88.889,45,5,0,33,77,32146233,32146189,5.95E-04,56.5
OTU_117,OW284513.1,82.09,67,11,1,33,99,32146403,32146468,5.95E-04,56.5
OTU_117,OW284513.1,82.54,63,11,0,37,99,39230340,39230278,5.95E-04,56.5
OTU_117,OW284513.1,86.275,51,7,0,34,84,39231970,39232020,5.95E-04,56.5
OTU_117,OW284513.1,88.889,45,5,0,33,77,52943316,52943272,5.95E-04,56.5
OTU_117,OW284513.1,88.889,45,5,0,33,77,62521533,62521489,5.95E-04,56.5
OTU_117,OW284513.1,86.275,51,7,0,34,84,62604567,62604617,5.95E-04,56.5
OTU_117,OW284513.1,88.889,45,5,0,33,77,66843754,66843710,5.95E-04,56.5
OTU_117,OW284513.1,87.234,47,6,0,38,84,3872640,3872686,0.002,54.7
OTU_117,OW284513.1,88.636,44,5,0,37,80,13585756,13585713,0.002,54.7
OTU_117,OW284513.1,84.906,53,8,0,47,99,15404798,15404850,0.002,54.7
OTU_117,OW284513.1,92.105,38,3,0,40,77,44206406,44206369,0.002,54.7
OTU_117,OW284513.1,84.906,53,8,0,47,99,58073572,58073520,0.002,54.7
OTU_117,OW284513.1,84.906,53,8,0,47,99,59353864,59353812,0.002,54.7
OTU_117,OW284514.1,87.302,63,8,0,37,99,51754813,51754751,5.91E-09,73.1
OTU_117,OW284514.1,85.938,64,9,0,33,96,6534000,6534063,7.64E-08,69.4
OTU_117,OW284514.1,84.848,66,10,0,34,99,58043651,58043716,2.75E-07,67.6
OTU_117,OW284514.1,83.582,67,11,0,33,99,4411910,4411844,3.55E-06,63.9
OTU_117,OW284514.1,82.857,70,12,0,30,99,6284128,6284197,3.55E-06,63.9
OTU_117,OW284514.1,82.051,78,11,3,22,99,9290695,9290621,3.55E-06,63.9
OTU_117,OW284514.1,83.582,67,11,0,33,99,15723913,15723847,3.55E-06,63.9
OTU_117,OW284514.1,83.582,67,11,0,33,99,24516875,24516809,3.55E-06,63.9
OTU_117,OW284514.1,83.582,67,11,0,33,99,38003095,38003029,3.55E-06,63.9
OTU_117,OW284514.1,83.582,67,11,0,33,99,52547942,52548008,3.55E-06,63.9
OTU_117,OW284514.1,83.582,67,11,0,33,99,53892348,53892282,3.55E-06,63.9
OTU_117,OW284514.1,91.111,45,4,0,33,77,631302,631258,1.28E-05,62.1
OTU_117,OW284514.1,82.857,70,11,1,30,99,11273060,11273128,1.28E-05,62.1
OTU_117,OW284514.1,83.824,68,8,3,33,99,23866887,23866822,1.28E-05,62.1
OTU_117,OW284514.1,84.127,63,10,0,37,99,52119998,52119936,1.28E-05,62.1
OTU_117,OW284514.1,89.362,47,5,0,37,83,8027939,8027893,4.60E-05,60.2
OTU_117,OW284514.1,94.737,38,2,0,37,74,8604116,8604079,4.60E-05,60.2
OTU_117,OW284514.1,86.792,53,7,0,47,99,43799065,43799013,4.60E-05,60.2
OTU_117,OW284514.1,86.792,53,7,0,47,99,43800335,43800387,4.60E-05,60.2
OTU_117,OW284514.1,86.792,53,7,0,47,99,47026036,47026088,4.60E-05,60.2
OTU_117,OW284514.1,89.362,47,5,0,37,83,61941853,61941807,4.60E-05,60.2
OTU_117,OW284514.1,85.455,55,8,0,30,84,594343,594397,1.65E-04,58.4
OTU_117,OW284514.1,82.09,67,12,0,33,99,798876,798810,1.65E-04,58.4
OTU_117,OW284514.1,82.353,68,10,2,33,99,1263579,1263513,1.65E-04,58.4
OTU_117,OW284514.1,81.429,70,13,0,30,99,4965855,4965924,1.65E-04,58.4
OTU_117,OW284514.1,82.09,67,12,0,33,99,6200486,6200420,1.65E-04,58.4
OTU_117,OW284514.1,81.429,70,13,0,30,99,7421007,7421076,1.65E-04,58.4
OTU_117,OW284514.1,85.455,55,8,0,30,84,9009477,9009531,1.65E-04,58.4
OTU_117,OW284514.1,83.077,65,9,2,20,84,14985998,14986060,1.65E-04,58.4
OTU_117,OW284514.1,82.09,67,12,0,33,99,15547248,15547182,1.65E-04,58.4
OTU_117,OW284514.1,82.09,67,12,0,33,99,18208554,18208488,1.65E-04,58.4
OTU_117,OW284514.1,82.09,67,12,0,33,99,19006400,19006334,1.65E-04,58.4
OTU_117,OW284514.1,81.429,70,13,0,30,99,19278213,19278282,1.65E-04,58.4
OTU_117,OW284514.1,81.429,70,13,0,30,99,21221709,21221778,1.65E-04,58.4
OTU_117,OW284514.1,82.09,67,12,0,33,99,21388817,21388751,1.65E-04,58.4
OTU_117,OW284514.1,85.455,55,8,0,30,84,25280417,25280471,1.65E-04,58.4
OTU_117,OW284514.1,86.538,52,7,0,33,84,52809309,52809258,1.65E-04,58.4
OTU_117,OW284514.1,82.09,67,12,0,33,99,54401920,54401854,1.65E-04,58.4
OTU_117,OW284514.1,85.714,56,7,1,37,91,59908202,59908147,1.65E-04,58.4
OTU_117,OW284514.1,81.429,70,13,0,30,99,66017425,66017494,1.65E-04,58.4
OTU_117,OW284514.1,81.429,70,12,1,30,99,799041,799109,5.95E-04,56.5
OTU_117,OW284514.1,88.889,45,5,0,33,77,3395516,3395472,5.95E-04,56.5
OTU_117,OW284514.1,90.476,42,4,0,33,74,3395682,3395723,5.95E-04,56.5
OTU_117,OW284514.1,83.607,61,9,1,34,93,8645643,8645703,5.95E-04,56.5
OTU_117,OW284514.1,82.54,63,11,0,37,99,9773752,9773690,5.95E-04,56.5
OTU_117,OW284514.1,81.429,70,12,1,30,99,15547414,15547482,5.95E-04,56.5
OTU_117,OW284514.1,86.275,51,7,0,34,84,17681621,17681671,5.95E-04,56.5
OTU_117,OW284514.1,81.429,70,12,1,30,99,17910009,17910077,5.95E-04,56.5
