SpecimenID,Species,DungType,TimePt,Storage,Extraction,DNAPurity,DNAYield
OB0306,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,0.675437694,1.97938125
OB0307,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,0.521545095,3.774669036
OB0308,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,1.644300753,1.431367023
OB0309,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,1.643677714,2.986103373
OB0310,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,0.155054187,3.395826062
OB0311,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,0.133667428,0.917754849
OB0312,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,1.687509971,0.757019173
OB0313,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,0.038825431,1.999478735
OB0314,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,0.033187165,1.127298174
OB0315,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,1.284498625,1.215893582
OB0316,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,1.706828242,1.736088123
OB0317,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,1.475620049,0.119354525
OB0318,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,1.891461566,1.821951285
OB0319,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,0.970173855,0.634584449
OB0320,Onthophagus_babirussa,Elephant,1440,Ethanol,Entire,0.674105631,1.692852017
OB0321,Onthophagus_babirussa,Tiger,0,LiqN,Gut,1.285576435,44.60900505
OB0322,Onthophagus_babirussa,Tiger,0,LiqN,Gut,0.64400328,43.59520424
OB0323,Onthophagus_babirussa,Tiger,0,LiqN,Gut,0.925131564,31.95882174
OB0324,Onthophagus_babirussa,Tiger,0,LiqN,Gut,1.804093795,41.88399041
OB0325,Onthophagus_babirussa,Tiger,0,LiqN,Gut,1.033553147,39.09541856
OB0326,Onthophagus_babirussa,Tiger,0,LiqN,Gut,0.946435557,32.86105697
OB0327,Onthophagus_babirussa,Tiger,0,LiqN,Gut,0.143069429,42.18080162
OB0328,Onthophagus_babirussa,Tiger,0,LiqN,Gut,1.822009213,34.79376653
OB0329,Onthophagus_babirussa,Tiger,0,LiqN,Gut,0.566405293,42.0385647
OB0330,Onthophagus_babirussa,Tiger,0,LiqN,Gut,0.730132957,38.00285235
OB0331,Onthophagus_babirussa,Tiger,30,LiqN,Gut,1.548570143,47.7908628
OB0332,Onthophagus_babirussa,Tiger,30,LiqN,Gut,1.194089422,48.67953372
OB0333,Onthophagus_babirussa,Tiger,30,LiqN,Gut,0.947209384,48.46746553
OB0334,Onthophagus_babirussa,Tiger,30,LiqN,Gut,1.747842066,49.34773607
OB0335,Onthophagus_babirussa,Tiger,30,LiqN,Gut,1.802244033,45.81067374
OB0336,Onthophagus_babirussa,Tiger,30,LiqN,Gut,0.232177954,46.65686117
OB0337,Onthophagus_babirussa,Tiger,30,LiqN,Gut,0.589331463,47.08176973
OB0338,Onthophagus_babirussa,Tiger,30,LiqN,Gut,1.728364962,45.88516831
OB0339,Onthophagus_babirussa,Tiger,30,LiqN,Gut,0.629446175,47.74344253
OB0340,Onthophagus_babirussa,Tiger,30,LiqN,Gut,1.088674614,48.86331242
OB0341,Onthophagus_babirussa,Tiger,60,LiqN,Gut,0.084268564,45.83510165
OB0342,Onthophagus_babirussa,Tiger,60,LiqN,Gut,0.710562969,44.33423798
OB0343,Onthophagus_babirussa,Tiger,60,LiqN,Gut,0.905212689,49.59074685
OB0344,Onthophagus_babirussa,Tiger,60,LiqN,Gut,1.541774289,44.37059458
OB0345,Onthophagus_babirussa,Tiger,60,LiqN,Gut,1.290023544,46.10020464
OB0346,Onthophagus_babirussa,Tiger,60,LiqN,Gut,1.029433932,40.97303538
OB0347,Onthophagus_babirussa,Tiger,60,LiqN,Gut,1.06069932,40.8450222
OB0348,Onthophagus_babirussa,Tiger,60,LiqN,Gut,1.093744864,49.43960646
OB0349,Onthophagus_babirussa,Tiger,60,LiqN,Gut,0.700330323,45.4380395
OB0350,Onthophagus_babirussa,Tiger,60,LiqN,Gut,1.995067053,43.26153981
OB0351,Onthophagus_babirussa,Tiger,120,LiqN,Gut,0.616299881,15.70021016
OB0352,Onthophagus_babirussa,Tiger,120,LiqN,Gut,1.513907516,18.88844639
OB0353,Onthophagus_babirussa,Tiger,120,LiqN,Gut,1.342751542,19.84128809
OB0354,Onthophagus_babirussa,Tiger,120,LiqN,Gut,1.72282423,15.07412137
OB0355,Onthophagus_babirussa,Tiger,120,LiqN,Gut,0.22838996,13.10832841
OB0356,Onthophagus_babirussa,Tiger,120,LiqN,Gut,0.105079613,12.3462245
OB0357,Onthophagus_babirussa,Tiger,120,LiqN,Gut,1.657207322,19.320159
OB0358,Onthophagus_babirussa,Tiger,120,LiqN,Gut,0.897065394,10.89246285
OB0359,Onthophagus_babirussa,Tiger,120,LiqN,Gut,1.467387579,15.11001691
OB0360,Onthophagus_babirussa,Tiger,120,LiqN,Gut,0.916607441,19.6019462
OB0361,Onthophagus_babirussa,Tiger,180,LiqN,Gut,0.067330385,13.74225055
OB0362,Onthophagus_babirussa,Tiger,180,LiqN,Gut,1.805052235,19.64193712
OB0363,Onthophagus_babirussa,Tiger,180,LiqN,Gut,0.135500907,12.91110939
OB0364,Onthophagus_babirussa,Tiger,180,LiqN,Gut,0.115705111,11.33954888
OB0365,Onthophagus_babirussa,Tiger,180,LiqN,Gut,0.817462837,11.1168741
OB0366,Onthophagus_babirussa,Tiger,180,LiqN,Gut,0.944235725,14.51497075
OB0367,Onthophagus_babirussa,Tiger,180,LiqN,Gut,1.197981066,17.73921226
OB0368,Onthophagus_babirussa,Tiger,180,LiqN,Gut,1.061292184,13.97650789
OB0369,Onthophagus_babirussa,Tiger,180,LiqN,Gut,1.668298637,16.73346627
OB0370,Onthophagus_babirussa,Tiger,180,LiqN,Gut,0.816369745,15.58035843
OB0371,Onthophagus_babirussa,Tiger,360,LiqN,Gut,0.294753566,5.938579593
OB0372,Onthophagus_babirussa,Tiger,360,LiqN,Gut,0.389304946,6.755233509
OB0373,Onthophagus_babirussa,Tiger,360,LiqN,Gut,1.204692822,7.194940531
OB0374,Onthophagus_babirussa,Tiger,360,LiqN,Gut,1.108199293,8.32667406
OB0375,Onthophagus_babirussa,Tiger,360,LiqN,Gut,1.362529434,5.917784982
OB0376,Onthophagus_babirussa,Tiger,360,LiqN,Gut,0.800194689,6.418990165
OB0377,Onthophagus_babirussa,Tiger,360,LiqN,Gut,0.270724782,5.010474935
OB0378,Onthophagus_babirussa,Tiger,360,LiqN,Gut,0.565759988,5.573041338
OB0379,Onthophagus_babirussa,Tiger,360,LiqN,Gut,0.561770021,8.068205102
OB0380,Onthophagus_babirussa,Tiger,360,LiqN,Gut,1.898200259,8.823200944
OB0381,Onthophagus_babirussa,Tiger,600,LiqN,Gut,1.741239927,3.020560767
OB0382,Onthophagus_babirussa,Tiger,600,LiqN,Gut,1.610392298,3.824255792
OB0383,Onthophagus_babirussa,Tiger,600,LiqN,Gut,0.227067072,1.740873141
OB0384,Onthophagus_babirussa,Tiger,600,LiqN,Gut,1.38822584,3.363132939
OB0385,Onthophagus_babirussa,Tiger,600,LiqN,Gut,1.415591262,4.95186297
OB0386,Onthophagus_babirussa,Tiger,600,LiqN,Gut,0.664990366,1.749098808
OB0387,Onthophagus_babirussa,Tiger,600,LiqN,Gut,1.665799537,3.501622923
OB0388,Onthophagus_babirussa,Tiger,600,LiqN,Gut,1.014852801,1.576691476
OB0389,Onthophagus_babirussa,Tiger,600,LiqN,Gut,0.296846467,2.951534486
OB0390,Onthophagus_babirussa,Tiger,600,LiqN,Gut,0.343613424,2.218913239
OB0391,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,0.890269286,1.088650329
OB0392,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,1.642341734,0.784150635
OB0393,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,1.265920264,0.012821183
OB0394,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,1.314019405,0.346502392
OB0395,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,1.667814445,1.301198219
OB0396,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,1.037770802,0.892651898
OB0397,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,0.362455302,1.975655166
OB0398,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,0.189246406,0.002422302
OB0399,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,1.383227132,0.788126185
OB0400,Onthophagus_babirussa,Tiger,1440,LiqN,Gut,1.829012006,1.260904194
OB0401,Onthophagus_babirussa,Tiger,0,LiqN,Entire,0.606467124,42.50490721
OB0402,Onthophagus_babirussa,Tiger,0,LiqN,Entire,1.273101129,44.08223198
OB0403,Onthophagus_babirussa,Tiger,0,LiqN,Entire,1.715129657,40.69057452
OB0404,Onthophagus_babirussa,Tiger,0,LiqN,Entire,1.088366484,39.8942001
OB0405,Onthophagus_babirussa,Tiger,0,LiqN,Entire,0.14606309,34.11532835
OB0406,Onthophagus_babirussa,Tiger,0,LiqN,Entire,1.131092484,31.50865851
OB0407,Onthophagus_babirussa,Tiger,0,LiqN,Entire,1.255724391,35.91875745
OB0408,Onthophagus_babirussa,Tiger,0,LiqN,Entire,1.059876708,38.98997481
OB0409,Onthophagus_babirussa,Tiger,0,LiqN,Entire,0.395882838,30.54939908
OB0410,Onthophagus_babirussa,Tiger,0,LiqN,Entire,1.941549397,31.86674868
OB0411,Onthophagus_babirussa,Tiger,30,LiqN,Entire,0.28547713,48.39149329
OB0412,Onthophagus_babirussa,Tiger,30,LiqN,Entire,1.654834687,49.76779618
OB0413,Onthophagus_babirussa,Tiger,30,LiqN,Entire,0.294560701,48.38144024
OB0414,Onthophagus_babirussa,Tiger,30,LiqN,Entire,0.690859548,45.14107916
OB0415,Onthophagus_babirussa,Tiger,30,LiqN,Entire,1.744229483,47.86037187
OB0416,Onthophagus_babirussa,Tiger,30,LiqN,Entire,0.839731563,49.76133077
OB0417,Onthophagus_babirussa,Tiger,30,LiqN,Entire,1.600579681,47.0220145
OB0418,Onthophagus_babirussa,Tiger,30,LiqN,Entire,0.257286022,46.90613659
OB0419,Onthophagus_babirussa,Tiger,30,LiqN,Entire,0.327189706,49.1342155
OB0420,Onthophagus_babirussa,Tiger,30,LiqN,Entire,1.288284042,49.56101789
OB0421,Onthophagus_babirussa,Tiger,60,LiqN,Entire,1.721506409,44.97527815
OB0422,Onthophagus_babirussa,Tiger,60,LiqN,Entire,0.419033323,44.00389547
OB0423,Onthophagus_babirussa,Tiger,60,LiqN,Entire,1.693219701,46.27914171
OB0424,Onthophagus_babirussa,Tiger,60,LiqN,Entire,0.970792828,44.05784596
OB0425,Onthophagus_babirussa,Tiger,60,LiqN,Entire,0.810663859,42.40749569
OB0426,Onthophagus_babirussa,Tiger,60,LiqN,Entire,0.745074109,41.71841349
OB0427,Onthophagus_babirussa,Tiger,60,LiqN,Entire,1.203723082,47.83839541
OB0428,Onthophagus_babirussa,Tiger,60,LiqN,Entire,0.935721019,44.0314406
OB0429,Onthophagus_babirussa,Tiger,60,LiqN,Entire,0.080502467,45.07941181
OB0430,Onthophagus_babirussa,Tiger,60,LiqN,Entire,0.838691402,40.35529844
OB0431,Onthophagus_babirussa,Tiger,120,LiqN,Entire,1.728554412,18.23413626
OB0432,Onthophagus_babirussa,Tiger,120,LiqN,Entire,1.517261588,14.74778555
OB0433,Onthophagus_babirussa,Tiger,120,LiqN,Entire,0.178898443,13.97404886
OB0434,Onthophagus_babirussa,Tiger,120,LiqN,Entire,0.157399945,12.46437414
OB0435,Onthophagus_babirussa,Tiger,120,LiqN,Entire,0.138513844,17.68740258
OB0436,Onthophagus_babirussa,Tiger,120,LiqN,Entire,0.210511953,11.08471554
OB0437,Onthophagus_babirussa,Tiger,120,LiqN,Entire,1.44617471,10.65799357
OB0438,Onthophagus_babirussa,Tiger,120,LiqN,Entire,1.014036942,15.49263779
OB0439,Onthophagus_babirussa,Tiger,120,LiqN,Entire,1.999311654,19.20529834
OB0440,Onthophagus_babirussa,Tiger,120,LiqN,Entire,0.645347517,11.19047809
OB0441,Onthophagus_babirussa,Tiger,180,LiqN,Entire,0.848790447,14.61220178
OB0442,Onthophagus_babirussa,Tiger,180,LiqN,Entire,0.551210427,12.22135263
OB0443,Onthophagus_babirussa,Tiger,180,LiqN,Entire,1.078675663,13.43080743
OB0444,Onthophagus_babirussa,Tiger,180,LiqN,Entire,0.67055438,16.79454219
OB0445,Onthophagus_babirussa,Tiger,180,LiqN,Entire,0.474181585,18.15428677
OB0446,Onthophagus_babirussa,Tiger,180,LiqN,Entire,1.71909966,14.8774222
OB0447,Onthophagus_babirussa,Tiger,180,LiqN,Entire,0.284443904,14.89515206
OB0448,Onthophagus_babirussa,Tiger,180,LiqN,Entire,1.68391547,12.63013667
OB0449,Onthophagus_babirussa,Tiger,180,LiqN,Entire,0.858529732,18.46170017
OB0450,Onthophagus_babirussa,Tiger,180,LiqN,Entire,0.417455462,16.19180606
OB0451,Onthophagus_babirussa,Tiger,360,LiqN,Entire,1.268711412,6.348894458
OB0452,Onthophagus_babirussa,Tiger,360,LiqN,Entire,1.740012297,5.209839814
OB0453,Onthophagus_babirussa,Tiger,360,LiqN,Entire,1.125309293,7.199067515
OB0454,Onthophagus_babirussa,Tiger,360,LiqN,Entire,1.434596464,9.311186492
OB0455,Onthophagus_babirussa,Tiger,360,LiqN,Entire,0.01896795,9.674475681
OB0456,Onthophagus_babirussa,Tiger,360,LiqN,Entire,0.436739397,5.956580915
OB0457,Onthophagus_babirussa,Tiger,360,LiqN,Entire,1.271767637,5.58088049
OB0458,Onthophagus_babirussa,Tiger,360,LiqN,Entire,0.008163553,5.61849903
OB0459,Onthophagus_babirussa,Tiger,360,LiqN,Entire,1.860602989,6.197763651
OB0460,Onthophagus_babirussa,Tiger,360,LiqN,Entire,0.749615595,7.810830925
OB0461,Onthophagus_babirussa,Tiger,600,LiqN,Entire,1.41946069,2.159775455
OB0462,Onthophagus_babirussa,Tiger,600,LiqN,Entire,0.105665739,1.971346795
OB0463,Onthophagus_babirussa,Tiger,600,LiqN,Entire,1.493440294,2.693412488
OB0464,Onthophagus_babirussa,Tiger,600,LiqN,Entire,1.976232597,3.503137852
OB0465,Onthophagus_babirussa,Tiger,600,LiqN,Entire,1.898766485,2.82541013
OB0466,Onthophagus_babirussa,Tiger,600,LiqN,Entire,1.94824558,2.771357682
OB0467,Onthophagus_babirussa,Tiger,600,LiqN,Entire,1.591284373,3.496596754
OB0468,Onthophagus_babirussa,Tiger,600,LiqN,Entire,0.140406778,1.790585293
OB0469,Onthophagus_babirussa,Tiger,600,LiqN,Entire,1.690875674,3.111469429
OB0470,Onthophagus_babirussa,Tiger,600,LiqN,Entire,0.209366682,3.270436911
OB0471,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,0.515098437,1.68736738
OB0472,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,1.887738604,0.789810009
OB0473,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,1.206642691,1.023438249
OB0474,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,1.051522007,1.768512571
OB0475,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,0.566486155,1.232795798
OB0476,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,1.824980715,0.759860929
OB0477,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,0.19729066,1.692750457
OB0478,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,0.822253957,0.835260179
OB0479,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,0.010451933,1.508833443
OB0480,Onthophagus_babirussa,Tiger,1440,LiqN,Entire,0.336840294,0.483992125
OB0481,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,0.858879253,35.35720328
OB0482,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,1.657666569,25.46127355
OB0483,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,1.441478933,32.89841451
OB0484,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,0.585538414,32.58578229
OB0485,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,0.435924949,37.21302943
OB0486,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,0.890143799,36.41805166
OB0487,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,1.070430631,35.49853411
OB0488,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,0.541542222,38.11639754
OB0489,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,0.985398337,33.48990611
OB0490,Onthophagus_babirussa,Tiger,0,Ethanol,Gut,0.388893317,34.22352979
OB0491,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,0.858460197,43.98385724
OB0492,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,0.353235791,44.64371564
OB0493,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,0.104733085,43.97533237
OB0494,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,1.597612006,40.96271233
OB0495,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,1.417537617,42.70231343
OB0496,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,0.698341451,44.45370112
OB0497,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,0.312601994,43.92521201
OB0498,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,0.138104845,41.09917981
OB0499,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,1.805924859,41.80848311
OB0500,Onthophagus_babirussa,Tiger,30,Ethanol,Gut,0.0200038,43.64715678
OB0501,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,0.714707093,38.22720472
OB0502,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,0.442859671,38.03297452
OB0503,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,1.104978108,37.87456889
OB0504,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,1.782937809,40.66937453
OB0505,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,1.688270961,40.15277507
OB0506,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,0.075136332,41.52877348
OB0507,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,1.968743035,43.94067548
OB0508,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,0.325016414,44.27840103
OB0509,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,0.600655201,44.38590969
OB0510,Onthophagus_babirussa,Tiger,60,Ethanol,Gut,1.986156337,43.21420662
OB0511,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,0.723887607,14.20031677
OB0512,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,0.779425708,6.844179082
OB0513,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,0.42753927,9.224109376
OB0514,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,0.986233949,9.194491419
OB0515,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,0.217073358,10.90694292
OB0516,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,0.001828126,11.98007001
OB0517,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,1.090509948,12.98037134
OB0518,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,1.867887779,7.413324534
OB0519,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,1.129797838,7.168895568
OB0520,Onthophagus_babirussa,Tiger,120,Ethanol,Gut,1.253269692,10.4398867
OB0521,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,1.508074849,11.61032132
OB0522,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,1.412897682,9.580189086
OB0523,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,0.335837448,10.49372485
OB0524,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,1.361832452,8.259084071
OB0525,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,0.73435777,11.37873199
OB0526,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,1.928964723,6.859848438
OB0527,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,0.242063069,8.568253704
OB0528,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,1.584011273,6.709282178
OB0529,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,0.607892808,14.86478536
OB0530,Onthophagus_babirussa,Tiger,180,Ethanol,Gut,1.434192083,6.175798832
OB0531,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,1.422807616,5.085383191
OB0532,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,0.547167445,8.391713291
OB0533,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,1.284062864,7.222679154
OB0534,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,1.386807568,9.170532179
OB0535,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,0.262876583,9.073522036
OB0536,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,0.301503043,5.96554869
OB0537,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,0.3935913,6.36435863
OB0538,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,0.370246415,7.982573653
OB0539,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,1.813388265,5.353670614
OB0540,Onthophagus_babirussa,Tiger,360,Ethanol,Gut,0.066994301,7.651956637
OB0541,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,1.1226475,3.879585778
OB0542,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,0.032207149,3.413023877
OB0543,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,1.807045645,3.096556701
OB0544,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,0.501273733,3.504202547
OB0545,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,1.333058121,2.663313598
OB0546,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,1.313456807,4.696667043
OB0547,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,1.103628537,2.499321395
OB0548,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,1.093129583,3.362670067
OB0549,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,0.926131638,1.282923393
OB0550,Onthophagus_babirussa,Tiger,600,Ethanol,Gut,0.844722342,3.246285974
OB0551,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.383639813,1.923151959
OB0552,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.342068544,1.584004843
OB0553,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.30814745,1.925195065
OB0554,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.248098507,0.457953661
OB0555,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,0.065184603,0.371059045
OB0556,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.256773903,1.731125371
OB0557,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.68945059,1.080880381
OB0558,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,0.996109995,0.785362822
OB0559,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.801395122,1.030680285
OB0560,Onthophagus_babirussa,Tiger,1440,Ethanol,Gut,1.459478215,1.44330201
OB0561,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,0.90861195,30.28291479
OB0562,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,0.887172851,26.90778041
OB0563,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,0.071343615,34.66119844
OB0564,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,1.959893209,36.7799123
OB0565,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,1.529530543,26.46798041
OB0566,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,0.718141469,36.93899529
OB0567,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,1.554082117,37.75383838
OB0568,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,0.059667924,31.38081792
OB0569,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,0.408680785,32.448411
OB0570,Onthophagus_babirussa,Tiger,0,Ethanol,Entire,1.473830788,32.38393109
OB0571,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,1.692982105,44.87217926
OB0572,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,0.541157751,40.02862963
OB0573,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,1.136695075,44.63050393
OB0574,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,1.603317121,40.18456816
OB0575,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,0.861022738,40.99096793
OB0576,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,1.225937786,42.07156726
OB0577,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,0.019182177,44.76894772
OB0578,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,0.682404569,40.23940127
OB0579,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,0.975231562,41.04330005
OB0580,Onthophagus_babirussa,Tiger,30,Ethanol,Entire,0.497609147,44.79260651
OB0581,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,1.601238949,42.60526002
OB0582,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,1.056925374,38.74874231
OB0583,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,0.509946258,42.41509667
OB0584,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,1.172517513,41.60676922
OB0585,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,1.625597211,42.29895664
OB0586,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,0.835790395,43.21786173
OB0587,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,0.315069418,43.99049528
OB0588,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,1.393598271,38.91276733
OB0589,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,1.682898044,43.75393302
OB0590,Onthophagus_babirussa,Tiger,60,Ethanol,Entire,1.64189251,37.87565717
OB0591,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,0.313298889,13.81169137
OB0592,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,1.687965188,12.36358964
OB0593,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,1.511882757,6.100287291
OB0594,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,0.673365456,12.05022864
OB0595,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,1.111931621,12.15457829
OB0596,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,1.144560734,5.941856289
OB0597,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,0.653058422,5.67208465
OB0598,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,1.836316981,9.481449052
OB0599,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,0.53338935,11.31896018
OB0600,Onthophagus_babirussa,Tiger,120,Ethanol,Entire,1.137626495,14.15385866
OB0601,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,1.565228654,5.189795614
OB0602,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,1.498306069,8.286238887
OB0603,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,0.545872314,7.705142383
OB0604,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,1.317384306,11.95805107
OB0605,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,0.413983373,10.22637284
OB0606,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,1.079685748,13.16596207
OB0607,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,0.569437267,13.38227104
OB0608,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,1.045512802,9.30200225
OB0609,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,0.043099754,14.99341931
OB0610,Onthophagus_babirussa,Tiger,180,Ethanol,Entire,0.61758051,6.397862803
OB0611,Onthophagus_babirussa,Tiger,360,Ethanol,Entire,1.281807905,6.516477723
