"","qseid","sseqid","n"
"1496","OTU_442","KX982653.1",1
"1497","OTU_442","KX982656.1",1
"1498","OTU_442","KX982659.1",1
"1499","OTU_442","KX982660.1",1
"1500","OTU_442","KY800118.1",1
"1501","OTU_442","LC500156.1",1
"1502","OTU_442","LC500157.1",1
"1503","OTU_442","LC880095.1",1
"1504","OTU_442","MF183224.1",1
"1505","OTU_442","MG009445.1",1
"1506","OTU_442","MG250515.1",1
"1507","OTU_442","MG250516.1",1
"1508","OTU_442","MG250517.1",1
"1509","OTU_442","MG250518.1",1
"1510","OTU_442","MG250522.1",1
"1511","OTU_442","MG250526.1",1
"1512","OTU_442","MG250528.1",1
"1513","OTU_442","MG250529.1",1
"1514","OTU_442","MG250538.1",1
"1515","OTU_442","MG250539.1",1
"1516","OTU_442","MG250543.1",1
"1517","OTU_442","MG250544.1",1
"1518","OTU_442","MG250545.1",1
"1519","OTU_442","MG250546.1",1
"1520","OTU_442","MG250551.1",1
"1521","OTU_442","MG250557.1",1
"1522","OTU_442","MG250559.1",1
"1523","OTU_442","MG250560.1",1
"1524","OTU_442","MG250562.1",1
"1525","OTU_442","MG837549.1",1
"1526","OTU_442","MG837550.1",1
"1527","OTU_442","MK248681.1",1
"1528","OTU_442","MK344650.1",1
"1529","OTU_442","MK344652.1",1
"1530","OTU_442","MK746089.1",1
"1531","OTU_442","MK746090.1",1
"1532","OTU_442","MK746091.1",1
"1533","OTU_442","MK746094.1",1
"1534","OTU_442","MK746096.1",1
"1535","OTU_442","MK858170.1",1
"1536","OTU_442","MK858173.1",1
"1537","OTU_442","MK858179.1",1
"1538","OTU_442","MN550011.1",1
"1539","OTU_442","MT199605.1",1
"1540","OTU_442","MT483613.1",1
"1541","OTU_442","MW916330.1",1
"1542","OTU_442","OK329967.1",1
"1543","OTU_442","OL435713.1",1
"1544","OTU_442","OL547443.1",1
"1545","OTU_442","OL547444.1",1
"1546","OTU_442","OL547453.1",1
"1547","OTU_442","OL547455.1",1
"1548","OTU_442","OL547460.1",1
"1549","OTU_442","OL547461.1",1
"1550","OTU_442","OL547481.1",1
"1551","OTU_442","OL547482.1",1
"1552","OTU_442","OM363676.1",1
"1553","OTU_442","OM468891.1",1
"1554","OTU_442","OM617468.1",1
"1555","OTU_442","OM634652.1",1
"1556","OTU_442","ON060839.1",1
"1557","OTU_442","ON706057.1",1
"1558","OTU_442","OQ443259.1",1
"1559","OTU_442","OQ443262.1",1
"1560","OTU_442","OQ443264.1",1
"1561","OTU_442","OQ443267.1",1
"1562","OTU_442","OQ443271.1",1
"1563","OTU_442","OR234746.1",1
"1564","OTU_442","OR255999.1",1
"1565","OTU_442","OR268692.1",1
"1566","OTU_442","OR360135.1",1
"1567","OTU_442","OR360175.1",1
"1568","OTU_442","OR360178.1",1
"1569","OTU_442","OR360215.1",1
"1570","OTU_442","OR360223.1",1
"1571","OTU_442","OR397962.1",1
"1572","OTU_442","PP763926.1",1
"1573","OTU_442","PP763929.1",1
"1574","OTU_442","PP763931.1",1
"1575","OTU_442","PP763932.1",1
"1576","OTU_442","PP763934.1",1
"1577","OTU_442","PP763936.1",1
"1578","OTU_442","PP763937.1",1
"1579","OTU_442","PP763942.1",1
"1580","OTU_442","PP763943.1",1
"1581","OTU_442","PP763944.1",1
"1582","OTU_442","PP763945.1",1
"1583","OTU_442","PP763947.1",1
"1584","OTU_442","PP763950.1",1
"1585","OTU_442","PP763974.1",1
"1586","OTU_442","PP763975.1",1
"1587","OTU_442","PP763978.1",1
"1588","OTU_442","PP763982.1",1
"1589","OTU_442","PP763983.1",1
"1590","OTU_442","PP763987.1",1
"1591","OTU_442","PP763988.1",1
"1592","OTU_442","PV693689.1",1
"1593","OTU_445","CP094620.1",1
"1594","OTU_445","CP118892.1",1
"1595","OTU_445","CP142740.1",1
"1596","OTU_445","CP192737.1",1
"1597","OTU_454","KT587402.1",1
"1598","OTU_454","KT587409.1",1
"1599","OTU_454","KT587411.1",1
"1600","OTU_454","KT587412.1",1
"1601","OTU_454","KT587448.1",1
"1602","OTU_454","KT587449.1",1
"1603","OTU_454","KT587450.1",1
"1604","OTU_454","KX456515.1",1
"1605","OTU_454","KX456524.1",1
"1606","OTU_454","KX456829.1",1
"1607","OTU_454","KX457184.1",1
"1608","OTU_454","KX457190.1",1
"1609","OTU_454","KY411474.1",1
"1610","OTU_454","KY411475.1",1
"1611","OTU_454","KY411476.1",1
"1612","OTU_454","KY411484.1",1
"1613","OTU_454","KY595584.1",1
"1614","OTU_454","KY645900.1",1
"1615","OTU_454","KY645903.1",1
"1616","OTU_454","LR131170.1",1
"1617","OTU_454","LS998709.1",1
"1618","OTU_454","MF057653.1",1
"1619","OTU_454","MF177174.1",1
"1620","OTU_454","MF437241.1",1
"1621","OTU_454","MF523172.1",1
"1622","OTU_454","MF523178.1",1
"1623","OTU_454","MF523185.1",1
"1624","OTU_454","MG272584.1",1
"1625","OTU_454","MG272704.1",1
"1626","OTU_454","MK059604.1",1
"1627","OTU_454","MK059728.1",1
"1628","OTU_454","MN610397.1",1
"1629","OTU_454","MN610399.1",1
"1630","OTU_454","MN610404.1",1
"1631","OTU_454","MN628147.1",1
"1632","OTU_454","MT588247.1",1
"1633","OTU_454","MT929264.1",1
"1634","OTU_454","MZ921328.1",1
"1635","OTU_454","ON010030.1",1
"1636","OTU_454","ON127810.1",1
"1637","OTU_454","ON155447.1",1
"1638","OTU_454","ON155451.1",1
"1639","OTU_454","ON155452.1",1
"1640","OTU_454","ON155454.1",1
"1641","OTU_454","ON155455.1",1
"1642","OTU_454","ON155458.1",1
"1643","OTU_454","ON155468.1",1
"1644","OTU_454","ON155469.1",1
"1645","OTU_454","ON155472.1",1
"1646","OTU_454","ON155474.1",1
"1647","OTU_454","ON155475.1",1
"1648","OTU_454","ON155476.1",1
"1649","OTU_454","ON155485.1",1
"1650","OTU_454","ON155492.1",1
"1651","OTU_454","ON155495.1",1
"1652","OTU_454","ON155497.1",1
"1653","OTU_454","ON155504.1",1
"1654","OTU_454","ON155509.1",1
"1655","OTU_454","ON155521.1",1
"1656","OTU_454","ON155522.1",1
"1657","OTU_454","ON155524.1",1
"1658","OTU_454","ON155525.1",1
"1659","OTU_454","ON155529.1",1
"1660","OTU_454","ON155530.1",1
"1661","OTU_454","ON155531.1",1
"1662","OTU_454","ON155536.1",1
"1663","OTU_454","ON155538.1",1
"1664","OTU_454","ON155558.1",1
"1665","OTU_454","ON155559.1",1
"1666","OTU_454","ON155561.1",1
"1667","OTU_454","ON155566.1",1
"1668","OTU_454","ON155567.1",1
"1669","OTU_454","ON155569.1",1
"1670","OTU_454","ON155570.1",1
"1671","OTU_454","ON155571.1",1
"1672","OTU_454","ON155578.1",1
"1673","OTU_454","OP004731.1",1
"1674","OTU_454","OP718244.1",1
"1675","OTU_454","OP718247.1",1
"1676","OTU_454","OQ731981.1",1
"1677","OTU_454","PP084180.1",1
"1678","OTU_454","PP654513.1",1
"1679","OTU_454","PP654541.1",1
"1680","OTU_454","PP654556.1",1
"1681","OTU_454","PP654565.1",1
"1682","OTU_454","PP654572.1",1
"1683","OTU_454","PP654587.1",1
"1684","OTU_454","PP654597.1",1
"1685","OTU_454","PP654616.1",1
"1686","OTU_454","PP654622.1",1
"1687","OTU_454","PP654627.1",1
"1688","OTU_454","PP654651.1",1
"1689","OTU_454","PP654655.1",1
"1690","OTU_454","PP654656.1",1
"1691","OTU_454","PQ137313.1",1
"1692","OTU_454","PQ137333.1",1
"1693","OTU_454","PV621504.1",1
"1694","OTU_454","PV621505.1",1
"1695","OTU_454","PV740866.1",1
"1696","OTU_454","PX366908.1",1
"1697","OTU_458","6GAW_BA",1
"1698","OTU_458","8OIN_B8",1
"1699","OTU_458","KX982653.1",1
"1700","OTU_458","KX982656.1",1
"1701","OTU_458","KX982659.1",1
"1702","OTU_458","KX982660.1",1
"1703","OTU_458","KY800118.1",1
"1704","OTU_458","LC500156.1",1
"1705","OTU_458","LC500157.1",1
"1706","OTU_458","LC880095.1",1
"1707","OTU_458","MF183224.1",1
"1708","OTU_458","MG009445.1",1
"1709","OTU_458","MG250515.1",1
"1710","OTU_458","MG250516.1",1
"1711","OTU_458","MG250517.1",1
"1712","OTU_458","MG250518.1",1
"1713","OTU_458","MG250522.1",1
"1714","OTU_458","MG250526.1",1
"1715","OTU_458","MG250528.1",1
"1716","OTU_458","MG250529.1",1
"1717","OTU_458","MG250538.1",1
"1718","OTU_458","MG250539.1",1
"1719","OTU_458","MG250543.1",1
"1720","OTU_458","MG250544.1",1
"1721","OTU_458","MG250545.1",1
"1722","OTU_458","MG250546.1",1
"1723","OTU_458","MG250551.1",1
"1724","OTU_458","MG250557.1",1
"1725","OTU_458","MG250559.1",1
"1726","OTU_458","MG250560.1",1
"1727","OTU_458","MG250562.1",1
"1728","OTU_458","MG837549.1",1
"1729","OTU_458","MG837550.1",1
"1730","OTU_458","MK248681.1",1
"1731","OTU_458","MK344650.1",1
"1732","OTU_458","MK344652.1",1
"1733","OTU_458","MK746089.1",1
"1734","OTU_458","MK746090.1",1
"1735","OTU_458","MK746091.1",1
"1736","OTU_458","MK746094.1",1
"1737","OTU_458","MK746096.1",1
"1738","OTU_458","MK858170.1",1
"1739","OTU_458","MK858173.1",1
"1740","OTU_458","MK858179.1",1
"1741","OTU_458","MN550011.1",1
"1742","OTU_458","MT199605.1",1
"1743","OTU_458","MT483613.1",1
"1744","OTU_458","MW916330.1",1
"1745","OTU_458","OK329967.1",1
"1746","OTU_458","OL435713.1",1
"1747","OTU_458","OL547443.1",1
"1748","OTU_458","OL547444.1",1
"1749","OTU_458","OL547453.1",1
"1750","OTU_458","OL547455.1",1
"1751","OTU_458","OL547460.1",1
"1752","OTU_458","OL547461.1",1
"1753","OTU_458","OL547481.1",1
"1754","OTU_458","OL547482.1",1
"1755","OTU_458","OM363676.1",1
"1756","OTU_458","OM468891.1",1
"1757","OTU_458","OM617468.1",1
"1758","OTU_458","OM634652.1",1
"1759","OTU_458","ON060839.1",1
"1760","OTU_458","ON706057.1",1
"1761","OTU_458","OQ443259.1",1
"1762","OTU_458","OQ443262.1",1
"1763","OTU_458","OQ443264.1",1
"1764","OTU_458","OQ443267.1",1
"1765","OTU_458","OQ443271.1",1
"1766","OTU_458","OR234746.1",1
"1767","OTU_458","OR255999.1",1
"1768","OTU_458","OR268692.1",1
"1769","OTU_458","OR360135.1",1
"1770","OTU_458","OR360175.1",1
"1771","OTU_458","OR360178.1",1
"1772","OTU_458","OR360215.1",1
"1773","OTU_458","OR360223.1",1
"1774","OTU_458","OR397962.1",1
"1775","OTU_458","PP763926.1",1
"1776","OTU_458","PP763929.1",1
"1777","OTU_458","PP763931.1",1
"1778","OTU_458","PP763932.1",1
"1779","OTU_458","PP763934.1",1
"1780","OTU_458","PP763936.1",1
"1781","OTU_458","PP763937.1",1
"1782","OTU_458","PP763942.1",1
"1783","OTU_458","PP763943.1",1
"1784","OTU_458","PP763944.1",1
"1785","OTU_458","PP763945.1",1
"1786","OTU_458","PP763947.1",1
"1787","OTU_458","PP763950.1",1
"1788","OTU_458","PP763974.1",1
"1789","OTU_458","PP763975.1",1
"1790","OTU_458","PP763978.1",1
"1791","OTU_458","PP763982.1",1
"1792","OTU_458","PP763983.1",1
"1793","OTU_458","PP763987.1",1
"1794","OTU_458","PP763988.1",1
"1795","OTU_458","PV693689.1",1
"1796","OTU_462","XM_071199105.1",1
"1797","OTU_462","XM_071199107.1",1
"1798","OTU_462","XM_071199108.1",1
"1799","OTU_47","AC091134.7",1
"1800","OTU_47","AC107940.13",1
"1801","OTU_47","AC131055.10",1
"1802","OTU_47","AC132825.8",1
"1803","OTU_47","AF227907.1",1
"1804","OTU_47","CP034495.1",1
"1805","OTU_47","NG_077217.1",1
"1806","OTU_47","OK040662.1",1
"1807","OTU_470","6GAW_BA",1
"1808","OTU_470","8OIN_B8",1
"1809","OTU_470","KX982653.1",1
"1810","OTU_470","KX982656.1",1
"1811","OTU_470","KX982659.1",1
"1812","OTU_470","KX982660.1",1
"1813","OTU_470","KY800118.1",1
"1814","OTU_470","LC500156.1",1
"1815","OTU_470","LC500157.1",1
"1816","OTU_470","LC880095.1",1
"1817","OTU_470","MF183224.1",1
"1818","OTU_470","MG009445.1",1
"1819","OTU_470","MG250515.1",1
"1820","OTU_470","MG250516.1",1
"1821","OTU_470","MG250517.1",1
"1822","OTU_470","MG250518.1",1
"1823","OTU_470","MG250522.1",1
"1824","OTU_470","MG250526.1",1
"1825","OTU_470","MG250528.1",1
"1826","OTU_470","MG250529.1",1
"1827","OTU_470","MG250538.1",1
"1828","OTU_470","MG250539.1",1
"1829","OTU_470","MG250543.1",1
"1830","OTU_470","MG250544.1",1
"1831","OTU_470","MG250545.1",1
"1832","OTU_470","MG250546.1",1
"1833","OTU_470","MG250551.1",1
"1834","OTU_470","MG250557.1",1
"1835","OTU_470","MG250559.1",1
"1836","OTU_470","MG250560.1",1
"1837","OTU_470","MG250562.1",1
"1838","OTU_470","MG837549.1",1
"1839","OTU_470","MG837550.1",1
"1840","OTU_470","MK248681.1",1
"1841","OTU_470","MK344650.1",1
"1842","OTU_470","MK344652.1",1
"1843","OTU_470","MK746089.1",1
"1844","OTU_470","MK746090.1",1
"1845","OTU_470","MK746091.1",1
"1846","OTU_470","MK746094.1",1
"1847","OTU_470","MK746096.1",1
"1848","OTU_470","MK858170.1",1
"1849","OTU_470","MK858173.1",1
"1850","OTU_470","MK858179.1",1
"1851","OTU_470","MN550011.1",1
"1852","OTU_470","MT199605.1",1
"1853","OTU_470","MT483613.1",1
"1854","OTU_470","MW916330.1",1
"1855","OTU_470","OK329967.1",1
"1856","OTU_470","OL435713.1",1
"1857","OTU_470","OL547443.1",1
"1858","OTU_470","OL547444.1",1
"1859","OTU_470","OL547453.1",1
"1860","OTU_470","OL547455.1",1
"1861","OTU_470","OL547460.1",1
"1862","OTU_470","OL547461.1",1
"1863","OTU_470","OL547481.1",1
"1864","OTU_470","OL547482.1",1
"1865","OTU_470","OM363676.1",1
"1866","OTU_470","OM468891.1",1
"1867","OTU_470","OM617468.1",1
"1868","OTU_470","OM634652.1",1
"1869","OTU_470","ON060839.1",1
"1870","OTU_470","ON706057.1",1
"1871","OTU_470","OQ443259.1",1
"1872","OTU_470","OQ443262.1",1
"1873","OTU_470","OQ443264.1",1
"1874","OTU_470","OQ443267.1",1
"1875","OTU_470","OQ443271.1",1
"1876","OTU_470","OR234746.1",1
"1877","OTU_470","OR255999.1",1
"1878","OTU_470","OR268692.1",1
"1879","OTU_470","OR360135.1",1
"1880","OTU_470","OR360175.1",1
"1881","OTU_470","OR360178.1",1
"1882","OTU_470","OR360215.1",1
"1883","OTU_470","OR360223.1",1
"1884","OTU_470","OR397962.1",1
"1885","OTU_470","PP763926.1",1
"1886","OTU_470","PP763929.1",1
"1887","OTU_470","PP763931.1",1
"1888","OTU_470","PP763932.1",1
"1889","OTU_470","PP763934.1",1
"1890","OTU_470","PP763936.1",1
"1891","OTU_470","PP763937.1",1
"1892","OTU_470","PP763942.1",1
"1893","OTU_470","PP763943.1",1
"1894","OTU_470","PP763944.1",1
"1895","OTU_470","PP763945.1",1
"1896","OTU_470","PP763947.1",1
"1897","OTU_470","PP763950.1",1
"1898","OTU_470","PP763974.1",1
"1899","OTU_470","PP763975.1",1
"1900","OTU_470","PP763978.1",1
"1901","OTU_470","PP763982.1",1
"1902","OTU_470","PP763983.1",1
"1903","OTU_470","PP763987.1",1
"1904","OTU_470","PP763988.1",1
"1905","OTU_470","PV693689.1",1
"1906","OTU_494","AY131544.1",1
"1907","OTU_5","CP115610.1",1
"1908","OTU_5","LC627429.1",1
"1909","OTU_5","LC627430.1",1
"1910","OTU_5","LC880097.1",1
"1911","OTU_5","MT800347.1",1
"1912","OTU_5","MT800349.1",1
"1913","OTU_5","MT800350.1",1
"1914","OTU_5","MT800353.1",1
"1915","OTU_5","MT800357.1",1
"1916","OTU_5","MT800361.1",1
"1917","OTU_5","MT800362.1",1
"1918","OTU_5","MT800363.1",1
"1919","OTU_5","MT800364.1",1
"1920","OTU_5","MT800366.1",1
"1921","OTU_5","MT800368.1",1
"1922","OTU_5","MT800370.1",1
"1923","OTU_5","MT800372.1",1
"1924","OTU_5","MT800374.1",1
"1925","OTU_5","MT800375.1",1
"1926","OTU_5","MT800379.1",1
"1927","OTU_5","MT800385.1",1
"1928","OTU_5","MT800388.1",1
"1929","OTU_5","MT800389.1",1
"1930","OTU_5","MT800390.1",1
"1931","OTU_5","MT800391.1",1
"1932","OTU_5","MT800393.1",1
"1933","OTU_5","MT800394.1",1
"1934","OTU_5","MT800395.1",1
"1935","OTU_5","MT800396.1",1
"1936","OTU_5","MT800402.1",1
"1937","OTU_5","MT800403.1",1
"1938","OTU_5","MT800404.1",1
"1939","OTU_5","MT800405.1",1
"1940","OTU_5","MT800407.1",1
"1941","OTU_5","MT800408.1",1
"1942","OTU_5","MT800409.1",1
"1943","OTU_5","MT800418.1",1
"1944","OTU_5","MT800422.1",1
"1945","OTU_5","MT800424.1",1
"1946","OTU_5","MT800426.1",1
"1947","OTU_5","MT800432.1",1
"1948","OTU_5","MT800437.1",1
"1949","OTU_5","MT800442.1",1
"1950","OTU_5","MT800445.1",1
"1951","OTU_5","MT800448.1",1
"1952","OTU_5","MT800452.1",1
"1953","OTU_5","MT800458.1",1
"1954","OTU_5","MT800460.1",1
"1955","OTU_5","MT800462.1",1
"1956","OTU_5","MT800463.1",1
"1957","OTU_5","MT800465.1",1
"1958","OTU_5","MT800466.1",1
"1959","OTU_5","MT800467.1",1
"1960","OTU_5","MT800469.1",1
"1961","OTU_5","MT800472.1",1
"1962","OTU_5","MT800473.1",1
"1963","OTU_5","MT800476.1",1
"1964","OTU_5","MT800477.1",1
"1965","OTU_5","MT800479.1",1
"1966","OTU_5","MT800481.1",1
"1967","OTU_5","MT800484.1",1
"1968","OTU_5","MT800485.1",1
"1969","OTU_5","MT800487.1",1
"1970","OTU_5","MT800491.1",1
"1971","OTU_5","MT800492.1",1
"1972","OTU_5","MT800495.1",1
"1973","OTU_5","MT800497.1",1
"1974","OTU_5","MT800499.1",1
"1975","OTU_5","MT800500.1",1
"1976","OTU_5","MT800501.1",1
"1977","OTU_5","MW862810.1",1
"1978","OTU_5","MW862813.1",1
"1979","OTU_5","MW862817.1",1
"1980","OTU_5","MW862819.1",1
"1981","OTU_5","MW862820.1",1
"1982","OTU_5","MW862821.1",1
"1983","OTU_5","MW862824.1",1
"1984","OTU_5","MW862826.1",1
"1985","OTU_5","MZ040971.1",1
"1986","OTU_5","MZ922471.1",1
"1987","OTU_5","OK189516.1",1
"1988","OTU_5","OL689235.1",1
"1989","OTU_5","OL959344.1",1
"1990","OTU_5","OM634640.1",1
"1991","OTU_5","OP125118.1",1
"1992","OTU_5","OP125354.1",1
"1993","OTU_5","OP740915.1",1
"1994","OTU_5","OQ629492.1",1
"1995","OTU_5","OQ629493.1",1
"1996","OTU_5","OR187300.1",1
"1997","OTU_5","OR198720.1",1
"1998","OTU_5","OR198722.1",1
"1999","OTU_5","OR198723.1",1
"2000","OTU_5","OR198724.1",1
"2001","OTU_5","OR198725.1",1
"2002","OTU_5","OR198727.1",1
"2003","OTU_5","OR360149.1",1
"2004","OTU_5","OR371514.1",1
"2005","OTU_5","OR834462.1",1
"2006","OTU_5","PP422403.1",1
"2007","OTU_50","AF486866.1",1
"2008","OTU_50","GQ338946.1",1
"2009","OTU_50","JN601070.1",1
"2010","OTU_50","NC_024860.1",1
"2011","OTU_500","6GAW_BA",1
"2012","OTU_500","8OIN_B8",1
"2013","OTU_500","KX982653.1",1
"2014","OTU_500","KX982656.1",1
"2015","OTU_500","KX982659.1",1
"2016","OTU_500","KX982660.1",1
"2017","OTU_500","KY800118.1",1
"2018","OTU_500","LC500156.1",1
"2019","OTU_500","LC500157.1",1
"2020","OTU_500","LC880095.1",1
"2021","OTU_500","MF183224.1",1
"2022","OTU_500","MG009445.1",1
"2023","OTU_500","MG250515.1",1
"2024","OTU_500","MG250516.1",1
"2025","OTU_500","MG250517.1",1
"2026","OTU_500","MG250518.1",1
"2027","OTU_500","MG250522.1",1
"2028","OTU_500","MG250526.1",1
"2029","OTU_500","MG250528.1",1
"2030","OTU_500","MG250529.1",1
"2031","OTU_500","MG250538.1",1
"2032","OTU_500","MG250539.1",1
"2033","OTU_500","MG250543.1",1
"2034","OTU_500","MG250544.1",1
"2035","OTU_500","MG250545.1",1
"2036","OTU_500","MG250546.1",1
"2037","OTU_500","MG250551.1",1
"2038","OTU_500","MG250557.1",1
"2039","OTU_500","MG250559.1",1
"2040","OTU_500","MG250560.1",1
"2041","OTU_500","MG250562.1",1
"2042","OTU_500","MG837549.1",1
"2043","OTU_500","MG837550.1",1
"2044","OTU_500","MK248681.1",1
"2045","OTU_500","MK344650.1",1
"2046","OTU_500","MK344652.1",1
"2047","OTU_500","MK746089.1",1
"2048","OTU_500","MK746090.1",1
"2049","OTU_500","MK746091.1",1
"2050","OTU_500","MK746094.1",1
"2051","OTU_500","MK746096.1",1
"2052","OTU_500","MK858170.1",1
"2053","OTU_500","MK858173.1",1
"2054","OTU_500","MK858179.1",1
"2055","OTU_500","MN550011.1",1
"2056","OTU_500","MT199605.1",1
"2057","OTU_500","MT483613.1",1
"2058","OTU_500","MW916330.1",1
"2059","OTU_500","OK329967.1",1
"2060","OTU_500","OL435713.1",1
"2061","OTU_500","OL547443.1",1
"2062","OTU_500","OL547444.1",1
"2063","OTU_500","OL547453.1",1
"2064","OTU_500","OL547455.1",1
"2065","OTU_500","OL547460.1",1
"2066","OTU_500","OL547461.1",1
"2067","OTU_500","OL547481.1",1
"2068","OTU_500","OL547482.1",1
"2069","OTU_500","OM363676.1",1
"2070","OTU_500","OM468891.1",1
"2071","OTU_500","OM617468.1",1
"2072","OTU_500","OM634652.1",1
"2073","OTU_500","ON060839.1",1
"2074","OTU_500","ON706057.1",1
"2075","OTU_500","OQ443259.1",1
"2076","OTU_500","OQ443262.1",1
"2077","OTU_500","OQ443264.1",1
"2078","OTU_500","OQ443267.1",1
"2079","OTU_500","OQ443271.1",1
"2080","OTU_500","OR234746.1",1
"2081","OTU_500","OR255999.1",1
"2082","OTU_500","OR268692.1",1
"2083","OTU_500","OR360135.1",1
"2084","OTU_500","OR360175.1",1
"2085","OTU_500","OR360178.1",1
"2086","OTU_500","OR360215.1",1
"2087","OTU_500","OR360223.1",1
"2088","OTU_500","OR397962.1",1
"2089","OTU_500","PP763926.1",1
"2090","OTU_500","PP763929.1",1
"2091","OTU_500","PP763931.1",1
"2092","OTU_500","PP763932.1",1
"2093","OTU_500","PP763934.1",1
"2094","OTU_500","PP763936.1",1
"2095","OTU_500","PP763937.1",1
"2096","OTU_500","PP763942.1",1
"2097","OTU_500","PP763943.1",1
"2098","OTU_500","PP763944.1",1
"2099","OTU_500","PP763945.1",1
"2100","OTU_500","PP763947.1",1
"2101","OTU_500","PP763950.1",1
"2102","OTU_500","PP763974.1",1
"2103","OTU_500","PP763975.1",1
"2104","OTU_500","PP763978.1",1
"2105","OTU_500","PP763982.1",1
"2106","OTU_500","PP763983.1",1
"2107","OTU_500","PP763987.1",1
"2108","OTU_500","PP763988.1",1
"2109","OTU_500","PV693689.1",1
"2110","OTU_508","XM_023060838.2",1
"2111","OTU_508","XM_023060840.2",1
"2112","OTU_508","XM_071195694.1",1
"2113","OTU_517","KC733266.1",1
"2114","OTU_52","NG_027509.3",1
"2115","OTU_529","AB048880.1",1
"2116","OTU_529","AB171435.1",1
"2117","OTU_529","CP141340.1",1
"2118","OTU_529","KM851000.1",1
"2119","OTU_529","KM851001.1",1
"2120","OTU_529","KM851002.1",1
"2121","OTU_529","KM851003.1",1
"2122","OTU_529","KM851004.1",1
"2123","OTU_529","KM851005.1",1
"2124","OTU_529","KM851006.1",1
"2125","OTU_529","KM851007.1",1
"2126","OTU_529","KM851008.1",1
"2127","OTU_529","KM851009.1",1
"2128","OTU_529","KM851013.1",1
"2129","OTU_529","KM851020.1",1
"2130","OTU_529","KM851021.1",1
"2131","OTU_529","KM851028.1",1
"2132","OTU_529","KM851031.1",1
"2133","OTU_529","MF893895.1",1
"2134","OTU_529","MF893896.1",1
"2135","OTU_529","MF893897.1",1
"2136","OTU_529","MF893900.1",1
"2137","OTU_529","MF893901.1",1
"2138","OTU_529","MF893902.1",1
"2139","OTU_529","MF893903.1",1
"2140","OTU_529","MF893904.1",1
"2141","OTU_529","MF893905.1",1
"2142","OTU_529","MF893906.1",1
"2143","OTU_529","MF893907.1",1
"2144","OTU_529","MF893908.1",1
"2145","OTU_529","MF893909.1",1
"2146","OTU_529","MF893910.1",1
"2147","OTU_529","MF893911.1",1
"2148","OTU_529","MF893912.1",1
"2149","OTU_529","MF893913.1",1
"2150","OTU_529","MF893915.1",1
"2151","OTU_529","MF893917.1",1
"2152","OTU_529","MF893918.1",1
"2153","OTU_529","MF893919.1",1
"2154","OTU_529","MF893920.1",1
"2155","OTU_529","MF893921.1",1
"2156","OTU_529","MF893922.1",1
"2157","OTU_529","MF893923.1",1
"2158","OTU_529","MF893924.1",1
"2159","OTU_529","MF893925.1",1
"2160","OTU_529","MF893926.1",1
"2161","OTU_529","MF893928.1",1
"2162","OTU_529","MF893929.1",1
"2163","OTU_529","MF893930.1",1
"2164","OTU_529","MF893931.1",1
"2165","OTU_529","MF893932.1",1
"2166","OTU_529","MF893933.1",1
"2167","OTU_529","MF893934.1",1
"2168","OTU_529","MF893935.1",1
"2169","OTU_529","MF893936.1",1
"2170","OTU_529","MF893937.1",1
"2171","OTU_529","MF893938.1",1
"2172","OTU_529","MF893939.1",1
"2173","OTU_529","MF893940.1",1
"2174","OTU_529","MF893941.1",1
"2175","OTU_529","MF893942.1",1
"2176","OTU_529","MF893944.1",1
"2177","OTU_529","MF893945.1",1
"2178","OTU_529","MF893946.1",1
"2179","OTU_529","MF893947.1",1
"2180","OTU_529","MF893958.1",1
"2181","OTU_529","MF893959.1",1
"2182","OTU_529","MF893960.1",1
"2183","OTU_529","MF893961.1",1
"2184","OTU_529","MF893962.1",1
"2185","OTU_529","MF893963.1",1
"2186","OTU_529","MF893964.1",1
"2187","OTU_529","MF893965.1",1
"2188","OTU_529","MF893966.1",1
"2189","OTU_529","MF893967.1",1
"2190","OTU_529","MF893969.1",1
"2191","OTU_529","MT300203.1",1
"2192","OTU_529","MT300204.1",1
"2193","OTU_529","MT300205.1",1
"2194","OTU_529","MT300207.1",1
"2195","OTU_53","AC022317.8",1
"2196","OTU_53","FN673975.1",1
"2197","OTU_53","NG_034113.2",1
"2198","OTU_54","NM_001194967.1",1
"2199","OTU_54","XR_011620582.1",1
"2200","OTU_55","MZ041128.1",1
"2201","OTU_550","XR_011642039.1",1
"2202","OTU_56","MZ041122.1",1
"2203","OTU_56","NG_027507.2",1
"2204","OTU_58","XM_028836112.1",1
"2205","OTU_581","KX440380.1",1
"2206","OTU_581","KY408726.1",1
"2207","OTU_581","KY408897.1",1
"2208","OTU_581","KY409250.1",1
"2209","OTU_581","KY409531.1",1
"2210","OTU_581","KY409601.1",1
"2211","OTU_581","KY409610.1",1
"2212","OTU_581","KY409687.1",1
"2213","OTU_581","KY409737.1",1
"2214","OTU_581","KY409740.1",1
"2215","OTU_581","KY409752.1",1
"2216","OTU_581","KY410169.1",1
"2217","OTU_581","KY645852.1",1
"2218","OTU_581","KY680821.1",1
"2219","OTU_581","KY824827.1",1
"2220","OTU_581","KY849585.1",1
"2221","OTU_581","LS997776.1",1
"2222","OTU_581","MF055747.1",1
"2223","OTU_581","MF055832.1",1
"2224","OTU_581","MF056399.1",1
"2225","OTU_581","MF056400.1",1
"2226","OTU_581","MF057480.1",1
"2227","OTU_581","MF057758.1",1
