"","qseid","sseqid","sscinames","sskingdoms","pident","length","mismatch","qstart","qend","sstart","ssend","evalue","bitscore","score"
"376","OTU_81","gi|745999539|ref|NC_026064.1|","Ovis vignei","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"377","OTU_81","gi|2468639926|gb|OQ513287.1|","Ovis vignei arkal","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"378","OTU_81","gi|2497507286|gb|OQ534874.1|","Ovis vignei blanfordi","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"379","OTU_81","gi|2468639967|gb|OQ513289.1|","Ovis vignei punjabiensis","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"380","OTU_84","gi|2627910082|ref|NC_084244.1|","Cichla temensis","Eukaryota",100,99,0,1,99,514,612,4.31e-42,183,99
"381","OTU_87","gi|2634424560|gb|CP139520.1|","Homo sapiens","Eukaryota",100,100,0,1,100,8361335,8361434,1.22e-42,185,100
"382","OTU_90","gi|15638907|gb|AC024248.7|","Homo sapiens","Eukaryota",100,100,0,1,100,61492,61591,1.22e-42,185,100
"383","OTU_911","gi|2626223970|emb|OY804260.1|","Meiosimyza decipiens","Eukaryota",99.038,104,1,1,104,31460031,31459928,3.58e-43,187,101
"384","OTU_92","gi|21326095|gb|AF502359.1|","Macaca mulatta","Eukaryota",99,100,1,1,100,3,102,5.66e-41,180,97
"385","OTU_926","gi|12007472|gb|AF323513.1|AF323513","Mediodactylus russowii","Eukaryota",86.022,93,12,8,100,10,101,1.63e-16,99,53
"386","OTU_926","gi|12007471|gb|AF323512.1|AF323512","Tenuidactylus elongatus","Eukaryota",86.022,93,12,8,100,10,101,1.63e-16,99,53
"387","OTU_93","gi|1961335566|gb|MW524740.1|","Homo sapiens","Eukaryota",100,100,0,1,100,23,122,1.22e-42,185,100
"388","OTU_980","gi|2634424561|gb|CP139521.1|","Homo sapiens","Eukaryota",97,100,3,1,100,8231169,8231268,1.22e-37,169,91
"389","OTU_980","gi|94537070|gb|AC182469.3|","Pan troglodytes","Eukaryota",97,100,3,1,100,114677,114776,1.22e-37,169,91
